t (s),S,dark,blank,T_S,T_dark,l (cm),c_tot (M)
90.0,0.0384829,0.003535275,0.16599,0.23183866497981806,0.02129812036869691,0.0009,0.011755687221026389
234.0,0.03896105,0.003535275,0.16599,0.23471926019639736,0.02129812036869691,0.0009,0.011755687221026389
378.0,0.0408693,0.003535275,0.16599,0.24621543466473883,0.02129812036869691,0.0009,0.011755687221026389
528.0,0.039346599999999995,0.003535275,0.16599,0.23704199048135427,0.02129812036869691,0.0009,0.011755687221026389
672.0,0.03742695,0.003535275,0.16599,0.22547713717693837,0.02129812036869691,0.0009,0.011755687221026389
816.0,0.03786295,0.003535275,0.16599,0.2281038014338213,0.02129812036869691,0.0009,0.011755687221026389
960.0,0.036667,0.003535275,0.16599,0.22089884932827278,0.02129812036869691,0.0009,0.011755687221026389
1104.0,0.037120650000000005,0.003535275,0.16599,0.2236318452918851,0.02129812036869691,0.0009,0.011755687221026389
1248.0,0.03338435,0.003535275,0.16599,0.20112265799144527,0.02129812036869691,0.0009,0.011755687221026389
1398.0,0.03774925,0.003535275,0.16599,0.2274188204108681,0.02129812036869691,0.0009,0.011755687221026389
1542.0,0.0277409,0.003535275,0.16599,0.16712392312789925,0.02129812036869691,0.0009,0.011755687221026389
1686.0,0.03539365,0.003535275,0.16599,0.2132276040725345,0.02129812036869691,0.0009,0.011755687221026389
1830.0,0.0363654,0.003535275,0.16599,0.21908187240195193,0.02129812036869691,0.0009,0.011755687221026389
1974.0,0.03745715,0.003535275,0.16599,0.22565907584794265,0.02129812036869691,0.0009,0.011755687221026389
2118.0,0.0401725,0.003535275,0.16599,0.24201759142116996,0.02129812036869691,0.0009,0.011755687221026389
2268.0,0.0336998,0.003535275,0.16599,0.2030230736791373,0.02129812036869691,0.0009,0.011755687221026389
2412.0,0.0373173,0.003535275,0.16599,0.22481655521416952,0.02129812036869691,0.0009,0.011755687221026389
2556.0,0.0350636,0.003535275,0.16599,0.21123923127899272,0.02129812036869691,0.0009,0.011755687221026389
2700.0,0.0342793,0.003535275,0.16599,0.2065142478462558,0.02129812036869691,0.0009,0.011755687221026389
2844.0,0.036950949999999996,0.003535275,0.16599,0.2226094945478643,0.02129812036869691,0.0009,0.011755687221026389
2898.0,0.033676450000000004,0.003535275,0.16599,0.20288240255437076,0.02129812036869691,0.0009,0.011755687221026389
3048.0,0.039531,0.003535275,0.16599,0.23815290077715523,0.02129812036869691,0.0009,0.011755687221026389
3192.0,0.031985799999999995,0.003535275,0.16599,0.1926971504307488,0.02129812036869691,0.0009,0.011755687221026389
3336.0,0.0312695,0.003535275,0.16599,0.1883818302307368,0.02129812036869691,0.0009,0.011755687221026389
3480.0,0.0326358,0.003535275,0.16599,0.19661304897885415,0.02129812036869691,0.0009,0.011755687221026389
3624.0,0.0339083,0.003535275,0.16599,0.2042791734441834,0.02129812036869691,0.0009,0.011755687221026389
3768.0,0.033236299999999996,0.003535275,0.16599,0.20023073679137296,0.02129812036869691,0.0009,0.011755687221026389
3918.0,0.0333691,0.003535275,0.16599,0.2010307849870474,0.02129812036869691,0.0009,0.011755687221026389
4062.0,0.0356652,0.003535275,0.16599,0.2148635459967468,0.02129812036869691,0.0009,0.011755687221026389
4206.0,0.040325799999999995,0.003535275,0.16599,0.2429411410325923,0.02129812036869691,0.0009,0.011755687221026389
4350.0,0.0350822,0.003535275,0.16599,0.2113512862220616,0.02129812036869691,0.0009,0.011755687221026389
4494.0,0.033611,0.003535275,0.16599,0.20248810169287307,0.02129812036869691,0.0009,0.011755687221026389
4638.0,0.02895435,0.003535275,0.16599,0.1744343032712814,0.02129812036869691,0.0009,0.011755687221026389
4788.0,0.03352065,0.003535275,0.16599,0.2019437917946864,0.02129812036869691,0.0009,0.011755687221026389
4932.0,0.03187305,0.003535275,0.16599,0.19201789264413519,0.02129812036869691,0.0009,0.011755687221026389
5076.0,0.0339098,0.003535275,0.16599,0.20428821013314052,0.02129812036869691,0.0009,0.011755687221026389
5220.0,0.03023525,0.003535275,0.16599,0.18215103319477077,0.02129812036869691,0.0009,0.011755687221026389
5364.0,0.031199,0.003535275,0.16599,0.18795710584975,0.02129812036869691,0.0009,0.011755687221026389
5508.0,0.031625799999999996,0.003535275,0.16599,0.19052834508102895,0.02129812036869691,0.0009,0.011755687221026389
5658.0,0.03716595,0.003535275,0.16599,0.2239047532983915,0.02129812036869691,0.0009,0.011755687221026389
84600.0,0.01496019,0.003535275,0.16599,0.09012705584673776,0.02129812036869691,0.0009,0.011755687221026389
84744.0,0.0130259,0.003535275,0.16599,0.07847400445809989,0.02129812036869691,0.0009,0.011755687221026389
84888.0,0.015334650000000002,0.003535275,0.16599,0.09238297487800472,0.02129812036869691,0.0009,0.011755687221026389
